phenocode	name	n_cases	n_controls	path_bucket	path_https
R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS	Cardiac murmurs and other cardiac sounds	1025	134196	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_CARDIAC_MURMU_OTHER_CARDIAC_SOUNDS.gz
R18_CONVU_NOT_ELSEW_CLASSIFIED	Convulsions, not elsewhere classified	3441	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_CONVU_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_CONVU_NOT_ELSEW_CLASSIFIED.gz
R18_COUGH	Cough	5910	134196	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_COUGH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_COUGH.gz
R18_CRAMP_SPASM	Cramp and spasm	419	175943	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_CRAMP_SPASM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_CRAMP_SPASM.gz
R18_DISTU_SKIN_SENSA	Disturbances of skin sensation	2842	168625	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_DISTU_SKIN_SENSA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_DISTU_SKIN_SENSA.gz
R18_DISTU_SMELL_TASTE	Disturbances of smell and taste	419	159787	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_DISTU_SMELL_TASTE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_DISTU_SMELL_TASTE.gz
R18_DIZZI_GIDDI	Dizziness and giddiness	11478	159787	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_DIZZI_GIDDI.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_DIZZI_GIDDI.gz
R18_DYSPHAGIA	Dysphagia	2525	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_DYSPHAGIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_DYSPHAGIA.gz
R18_DYSPNOEA	Dyspnoea	12317	164107	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_DYSPNOEA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_DYSPNOEA.gz
R18_ELEVATED_BLOOD_GLUCOSE_LEVEL	Elevated blood glucose level	670	171979	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ELEVATED_BLOOD_GLUCOSE_LEVEL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ELEVATED_BLOOD_GLUCOSE_LEVEL.gz
R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO	Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity	793	171979	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ELEVATED_ERYTHROCYTE_SEDIM_RATE_ABNORMALITY_PLASMA_VISCO.gz
R18_ENLARGED_LYMPH_NODES	Enlarged lymph nodes	1691	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ENLARGED_LYMPH_NODES.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ENLARGED_LYMPH_NODES.gz
R18_FAECAL_INCONTINENCE	Faecal incontinence	884	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_FAECAL_INCONTINENCE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_FAECAL_INCONTINENCE.gz
R18_FEVER_OTHER_UNKNO_ORIGIN	Fever of other and unknown origin	6849	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_FEVER_OTHER_UNKNO_ORIGIN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_FEVER_OTHER_UNKNO_ORIGIN.gz
R18_GENERAL_SYMPTOMS_SIGNS	General symptoms and signs	33989	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_GENERAL_SYMPTOMS_SIGNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_GENERAL_SYMPTOMS_SIGNS.gz
R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED	Haemorrhage, not elsewhere classified	276	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_HAEMORRHAGE_NOT_ELSEW_CLASSIFIED.gz
R18_HAEMORRHAGE_RESPI_PASSA	Haemorrhage from respiratory passages	4223	134196	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_HAEMORRHAGE_RESPI_PASSA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_HAEMORRHAGE_RESPI_PASSA.gz
R18_HEADACHE1	Headache	10340	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_HEADACHE1.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_HEADACHE1.gz
R18_HEARTBURN	Heartburn	822	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_HEARTBURN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_HEARTBURN.gz
R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED	Hepatomegaly and splenomegaly, not elsewhere classified	102	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_HEPATOM_SPLENO_NOT_ELSEW_CLASSIFIED.gz
R18_HYPERHIDROSIS	Hyperhidrosis	298	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_HYPERHIDROSIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_HYPERHIDROSIS.gz
R18_ILL_D_UNKNO_CAUSES_MORTA	Ill-defined and unknown causes of mortality	316	176583	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ILL_D_UNKNO_CAUSES_MORTA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ILL_D_UNKNO_CAUSES_MORTA.gz
R18_ISOLATED_PROTEINU	Isolated proteinuria	307	176451	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_ISOLATED_PROTEINU.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_ISOLATED_PROTEINU.gz
R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT	Lack of expected normal physiological development	279	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_LACK_EXPEC_NORMAL_PHYSIO_DEVELOPMENT.gz
R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE	Localized swelling, mass and lump of skin and subcutaneous tissue	3594	168625	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_LOCALIZED_SWELL_MASS_LUMP_SKIN_SUBCU_TISSUE.gz
R18_MALAI_FATIG	Malaise and fatigue	5260	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_MALAI_FATIG.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_MALAI_FATIG.gz
R18_MOUTH_BREAT	Mouth breathing	5669	170714	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_MOUTH_BREAT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_MOUTH_BREAT.gz
R18_NAUSEA_VOMITI	Nausea and vomiting	3013	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_NAUSEA_VOMITI.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_NAUSEA_VOMITI.gz
R18_OEDEMA_NOT_ELSEW_CLASSIFIED	Oedema, not elsewhere classified	3012	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OEDEMA_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OEDEMA_NOT_ELSEW_CLASSIFIED.gz
R18_OTHER_ABNORMALITI_PLASMA_PROTEINS	Other abnormalities of plasma proteins	110	171979	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ABNORMALITI_PLASMA_PROTEINS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ABNORMALITI_PLASMA_PROTEINS.gz
R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS	Other abnormal findings of blood chemistry	239	171979	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ABNORMAL_FINDI_BLOOD_CHEMIS.gz
R18_OTHER_ABNORMAL_FINDI_URINE	Other abnormal findings in urine	126	176451	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ABNORMAL_FINDI_URINE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ABNORMAL_FINDI_URINE.gz
R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM	Other abnormal immunological findings in serum	167	171979	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ABNORMAL_IMMUNOL_FINDI_SERUM.gz
R18_OTHER_GENERAL_SYMPTOMS_SIGNS	Other general symptoms and signs	379	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_GENERAL_SYMPTOMS_SIGNS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_GENERAL_SYMPTOMS_SIGNS.gz
R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA	Other ill-defined and unspecified causes of mortality	239	176583	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_ILL_D_UNSPE_CAUSES_MORTA.gz
R18_OTHER_LACK_COORD	Other lack of coordination	149	170085	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_LACK_COORD.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_LACK_COORD.gz
R18_OTHER_SKIN_CHANG	Other skin changes	951	168625	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SKIN_CHANG.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SKIN_CHANG.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Other symptoms and signs involving the circulatory and respiratory systems	524	134196	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE	Other symptoms and signs involving cognitive functions and awareness	5351	159787	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_COGNITIVE_FUNCTIONS_AWARE.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	Other symptoms and signs involving the digestive system and abdomen	1903	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP	Other symptoms and signs involving general sensations and perceptions	358	159787	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_GENERAL_SENSA_PERCEP.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS	Other symptoms and signs involving the nervous and musculoskeletal systems	4736	170085	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS.gz
R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM	Other symptoms and signs involving the urinary system	748	165187	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_OTHER_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM.gz
R18_PAIN_ASSOCIATED_W_MICTU	Pain associated with micturition	1156	165187	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_PAIN_ASSOCIATED_W_MICTU.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_PAIN_ASSOCIATED_W_MICTU.gz
R18_PAIN_NOT_ELSEW_CLASSIFIED	Pain, not elsewhere classified	2728	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_PAIN_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_PAIN_NOT_ELSEW_CLASSIFIED.gz
R18_PAIN_THROAT_CHEST	Pain in throat and chest	19156	134196	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_PAIN_THROAT_CHEST.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_PAIN_THROAT_CHEST.gz
R18_POLYURIA	Polyuria	2485	165187	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_POLYURIA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_POLYURIA.gz
R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT	Rash and other nonspecific skin eruption	1235	168625	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_RASH_OTHER_NONSPECIFIC_SKIN_ERUPT.gz
R18_RETEN_URINE	Retention of urine	3603	165187	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_RETEN_URINE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_RETEN_URINE.gz
R18_SOMNO_STUPOR_COMA	Somnolence, stupor and coma	501	159787	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SOMNO_STUPOR_COMA.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SOMNO_STUPOR_COMA.gz
R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED	Speech disturbances, not elsewhere classified	742	173185	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SPEECH_DISTU_NOT_ELSEW_CLASSIFIED.gz
R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE	Symptoms and signs concerning food and fluid intake	1019	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_CONCERNI_FOOD_FLUID_INTAKE.gz
R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS	Symptoms and signs involving the circulatory and respiratory systems	42703	134196	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_CIRCULATO_RESPI_SYSTEMS.gz
R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI	Symptoms and signs involving cognition, perception, emotional state and behaviour	17112	159787	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_COGNITION_PERCEP_EMOTIONAL_STATE_BEHVI.gz
R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN	Symptoms and signs involving the digestive system and abdomen	43627	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_DIGES_SYSTEM_ABDOMEN.gz
R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE	Symptoms and signs involving emotional state	315	159787	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_EMOTIONAL_STATE.gz
R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS	Symptoms and signs involving the nervous and musculoskeletal systems	6814	170085	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_NERVOUS_MUSCULOS_SYSTEMS.gz
R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE	Symptoms and signs involving the skin and subcutaneous tissue	8274	168625	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_SKIN_SUBCU_TISSUE.gz
R18_SYMPTOMS_SIGNS_INVOLVI_SPEECH_VOICE	Symptoms and signs involving speech and voice	3714	173185	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_SPEECH_VOICE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_SPEECH_VOICE.gz
R18_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM	Symptoms and signs involving the urinary system	11712	165187	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYMPTOMS_SIGNS_INVOLVI_URINARY_SYSTEM.gz
R18_SYNCO_COLLAP	Syncope and collapse	6227	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_SYNCO_COLLAP.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_SYNCO_COLLAP.gz
R18_UNKNO_UNSPE_CAUSES_MORBIDI	Unknown and unspecified causes of morbidity	860	142910	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_UNKNO_UNSPE_CAUSES_MORBIDI.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_UNKNO_UNSPE_CAUSES_MORBIDI.gz
R18_UNSPE_HAEMATU	Unspecified haematuria	4842	165187	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_UNSPE_HAEMATU.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_UNSPE_HAEMATU.gz
R18_UNSPE_JAUND	Unspecified jaundice	521	133272	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_UNSPE_JAUND.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_UNSPE_JAUND.gz
R18_UNSPE_URINARY_INCONTINENCE	Unspecified urinary incontinence	1036	165187	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_UNSPE_URINARY_INCONTINENCE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_UNSPE_URINARY_INCONTINENCE.gz
R18_VOICE_DISTU	Voice disturbances	2978	173185	gs://finngen-public-data-r4/summary_stats/finngen_R4_R18_VOICE_DISTU.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_R18_VOICE_DISTU.gz
REAC_ARTHRO_NOS	Other/unspecified reactive arthropathies	732	176053	gs://finngen-public-data-r4/summary_stats/finngen_R4_REAC_ARTHRO_NOS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_REAC_ARTHRO_NOS.gz
RESPIRATORYINSUFF	Respiratory insufficiency	591	114589	gs://finngen-public-data-r4/summary_stats/finngen_R4_RESPIRATORYINSUFF.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RESPIRATORYINSUFF.gz
RESP_ILL_DIS_CLASS_ELSEWHERE	Respiratory disorders in diseases classified elsewhere	107	176792	gs://finngen-public-data-r4/summary_stats/finngen_R4_RESP_ILL_DIS_CLASS_ELSEWHERE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RESP_ILL_DIS_CLASS_ELSEWHERE.gz
RHEUMA_ARHTROPAT_REACTIVE	Reactive arthropathies, FINNGEN	846	141876	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_ARHTROPAT_REACTIVE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_ARHTROPAT_REACTIVE.gz
RHEUMA_CHRYSTAL	Chrystal arthropathies, rheuma endpoint	115	141876	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_CHRYSTAL.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_CHRYSTAL.gz
RHEUMA_ENDPOINTS	Finngen Rheumatological endpoints	35023	141876	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_ENDPOINTS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_ENDPOINTS.gz
RHEUMA_NOS	Other/unspecified rheumatoid arthritis	1498	174312	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_NOS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_NOS.gz
RHEUMA_OTHER_WIDE	Other (seronegative) rheumatoid arthritis, wide	2247	174312	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_OTHER_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_OTHER_WIDE.gz
RHEUMA_SERONEG	Seronegative rheumatoid arthritis	1436	141876	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SERONEG.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SERONEG.gz
RHEUMA_SEROPOS	Seropositive rheumatoid arthritis	3468	141876	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SEROPOS.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SEROPOS.gz
RHEUMA_SEROPOS_OTH	Other/unspecified seropositiverheumatoid arthritis	3423	173431	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SEROPOS_OTH.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SEROPOS_OTH.gz
RHEUMA_SEROPOS_STRICT	Seropositive rheumatoid arthritis, strict definition	788	173572	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SEROPOS_STRICT.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SEROPOS_STRICT.gz
RHEUMA_SEROPOS_WIDE	Seropositive rheumatoid arthritis, wide	3466	173431	gs://finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SEROPOS_WIDE.gz	https://storage.googleapis.com/finngen-public-data-r4/summary_stats/finngen_R4_RHEUMA_SEROPOS_WIDE.gz
