query	term	label	source	quality	action
Female infertility, tubal origin	http://www.orpha.net/ORDO/Orphanet_400018	Rare female infertility due to adrenal disorder of genetic origin	OLS API EFO lookup	fuzzy	check if valid
Genitourinary diseases					
Other disorders of the genitourinary system					
Glomerular disorders in diseases classified elsewhere	http://www.ebi.ac.uk/efo/EFO_1002049	Glomerular disorders in diseases classified elsewhere	Zooma API lookup	match	
Glomerular diseases	http://purl.obolibrary.org/obo/MONDO_0019724	secondary glomerular disease	OLS API EFO lookup	fuzzy	check if valid
Habitual aborter	http://www.ebi.ac.uk/efo/EFO_1000954	Habitual aborter	Zooma API lookup	match	
Hydrocele	http://www.ebi.ac.uk/efo/EFO_1001859	testicular hydrocele	OLS API EFO lookup	fuzzy	check if valid
Hydronephrosis	http://www.ebi.ac.uk/efo/EFO_0005562	hydronephrosis	EFO OBO	match	
Hypertrophy of breast	http://purl.obolibrary.org/obo/HP_0010313	Breast hypertrophy	OLS API EFO lookup	fuzzy	check if valid
Impotence	http://www.ebi.ac.uk/efo/EFO_0004234	erectile dysfunction	EFO OBO	match	
Inflammatory disease of cervix uteri	http://purl.obolibrary.org/obo/MONDO_0016275	adenocarcinoma of cervix uteri	OLS API EFO lookup	fuzzy	check if valid
Inflammatory disorders of male genital organs, not elsewhere classified	http://www.ebi.ac.uk/efo/EFO_0009555	"""Inflammatory disorders of male genital organs, not elsewhere classified"""	Zooma API lookup	match	
Inflammatory disorders of breast	http://www.ebi.ac.uk/efo/EFO_1001034	Inflammatory disorders of breast	Zooma API lookup	match	
Inflammatory disease of uterus	http://www.ebi.ac.uk/efo/EFO_0009572	uterine inflammatory disease	OLS API EFO lookup	fuzzy	check if valid
Isolated proteinuria with specified morphological lesion	http://purl.obolibrary.org/obo/HP_0031678	Atherosclerotic lesion	OLS API EFO lookup	fuzzy	check if valid
Other disorders of kidney and ureter					
Unspecified lump in breast	http://www.ebi.ac.uk/efo/EFO_1000848	Unspecified lump in breast	Zooma API lookup	match	
Diseases of male genital organs	http://www.ebi.ac.uk/efo/EFO_0007355	male reproductive organ cancer	OLS API EFO lookup	fuzzy	check if valid
Male infertility	http://www.ebi.ac.uk/efo/EFO_0004248	male infertility	EFO OBO	match	
Other menopausal disorders	http://www.ebi.ac.uk/efo/EFO_0010685	menopausal or post-menopausal disease	OLS API EFO lookup	fuzzy	check if valid
Excessive, freguent and irrelgular menstruation					
Unspesified nephritic syndrome	http://www.ebi.ac.uk/efo/EFO_0000401	diabetic nephropathy	OLS API EFO lookup	fuzzy	check if valid
Nephrotic syndrome	http://www.ebi.ac.uk/efo/EFO_0004255	nephrotic syndrome	EFO OBO	match	
Neuromuscular dysfuntion of bladder	http://www.ebi.ac.uk/efo/EFO_1001902	neuromuscular disease	OLS API EFO lookup	fuzzy	check if valid
Other obstructive and reflux uropathy	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Oligomenorrhoea					
Orchitis and epididymitis	http://www.ebi.ac.uk/efo/EFO_1001078	Orchitis and epididymitis	Zooma API lookup	match	
Other disorders of  bladder	http://www.ebi.ac.uk/efo/EFO_1000018	Other disorders of bladder	Zooma API lookup	match	
Other disorders of male genital organs	http://www.ebi.ac.uk/efo/EFO_0009555	Other disorders of male genital organs	Zooma API lookup	match	
Other specified disorders of kidney and ureter					
Other female pelvic inflammatory diseases	http://www.ebi.ac.uk/efo/EFO_1001388	Other female pelvic inflammatory diseases	Zooma API lookup	match	
Other inflammation of vagina/vulva	http://www.ebi.ac.uk/efo/EFO_0005757	vaginal inflammation	OLS API EFO lookup	fuzzy	check if valid
Other noninflammatory disorders of cervix uteri	http://www.ebi.ac.uk/efo/EFO_0009549	Other noninflammatory disorders of cervix uteri	Zooma API lookup	match	
Other and unspesified noninflammatory disorders of ovary, fallopian tube and broad ligament					
Other noninflammatory disorders of uterus, except cervix	http://www.ebi.ac.uk/efo/EFO_0009549	"""Other noninflammatory disorders of uterus, except cervix"""	Zooma API lookup	match	
Other noninflammatory disorders of vagina	http://www.ebi.ac.uk/efo/EFO_0009549	Other noninflammatory disorders of vagina	Zooma API lookup	match	
Other noninflammatory disorders of vulva and perineum	http://www.ebi.ac.uk/efo/EFO_0009549	Other noninflammatory disorders of vulva and perineum	Zooma API lookup	match	
Other disorders of penis	http://www.ebi.ac.uk/efo/EFO_0009555	Other disorders of penis	Zooma API lookup	match	
Torsion of ovary, ovarian pedicle and fallobian tube					
Ovarian cyst	http://www.ebi.ac.uk/efo/EFO_0002511	simple cystadenoma	EFO OBO	match	
Redundant prepuce, phimosis and paraphimosis	http://www.ebi.ac.uk/efo/EFO_1001104	"""Redundant prepuce, phimosis and paraphimosis"""	Zooma API lookup	match	
Polyp of the female genital tract	http://www.ebi.ac.uk/efo/EFO_0008622	female genital tract polyp	OLS API EFO lookup	fuzzy	check if valid
Postmenopausal atrophic vaginitsi	http://purl.obolibrary.org/obo/MONDO_0001410	postmenopausal atrophic vaginitis	OLS API EFO lookup	fuzzy	check if valid
Postmenopausal bleeding					
Prolapse and hernia of ovary and fallopian tube					
Other disorders of prostate	http://www.ebi.ac.uk/efo/EFO_0009602	Other disorders of prostate	Zooma API lookup	match	
Inflammatory diseases of prostate (prostatitis)	http://www.ebi.ac.uk/efo/EFO_0003830	prostatitis	OLS API EFO lookup	fuzzy	check if valid
Hyperplasia of prostate	http://www.ebi.ac.uk/efo/EFO_0000284	Hyperplasia of prostate	Zooma API lookup	match	
Acute tubulo-interstitial nephritis	http://www.ebi.ac.uk/efo/EFO_1002050	Acute tubulo-interstitial nephritis	Zooma API lookup	match	
Recurrent and persistent haematuria	http://purl.obolibrary.org/obo/HP_0000790	Recurrent and persistent haematuria	Zooma API lookup	match	
Renal tubulo-intestitial diseases	http://www.ebi.ac.uk/efo/EFO_1001152	renal osteodystrophy	OLS API EFO lookup	fuzzy	check if valid
Other renal tubulo-interstitial diseases	http://purl.obolibrary.org/obo/MONDO_0001085	interstitial nephritis	OLS API EFO lookup	fuzzy	check if valid
Renal failure	http://www.ebi.ac.uk/efo/EFO_1002048	kidney failure	EFO OBO	match	
Unspesified kidney failure	http://www.ebi.ac.uk/efo/EFO_1002048	kidney failure	OLS API EFO lookup	fuzzy	check if valid
Salphingitis and oophoritis					
Spermatocele	http://www.ebi.ac.uk/efo/EFO_1001189	spermatocele	EFO OBO	match	
Torsion of testis					
Tubulo-interstitial nephritis, not spesified as acute or chronic	http://www.ebi.ac.uk/efo/EFO_1000178	Chronic Eosinophilic Leukemia, Not Otherwise Specified	OLS API EFO lookup	fuzzy	check if valid
Ulcer of vagina/vulva					
Urethral stricture	http://www.ebi.ac.uk/efo/EFO_1000840	Urethral stricture	Zooma API lookup	match	
Other disorders of urethra and urinary system					
Urehtritis and urethral syndrome					
Other diseases of urinary system					
Urolithiasis	http://purl.obolibrary.org/obo/MONDO_0024647	urolithiasis	EFO OBO	match	
Vaginitis/vulvovaginitis/vulvitis/abscess of vulva	http://www.ebi.ac.uk/efo/EFO_1001239	vulvitis	OLS API EFO lookup	fuzzy	check if valid
Vulvovaginal ulceration/inflammation in other diseases	http://www.ebi.ac.uk/efo/EFO_0007543	vulvovaginal candidiasis	OLS API EFO lookup	fuzzy	check if valid
Nonalcoholic fatty liver disease	http://www.ebi.ac.uk/efo/EFO_0003095	non-alcoholic fatty liver disease	EFO OBO	match	
Other necrotizing vasculopathies (FG)	http://www.ebi.ac.uk/efo/EFO_0009297	fg syndrome	OLS API EFO lookup	fuzzy	check if valid
Other degenerative diseases of the nervous system	http://www.ebi.ac.uk/efo/EFO_0005772	neurodegenerative disease	OLS API EFO lookup	fuzzy	check if valid
Non-invasive ventilation					
Non-allergic asthma (mode)	http://purl.obolibrary.org/obo/MONDO_0004784	allergic asthma	OLS API EFO lookup	fuzzy	check if valid
Non-allergic asthma (mode) (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Medical abortion	http://www.ebi.ac.uk/efo/EFO_1001491	Medical abortion	Zooma API lookup	match	
Spontaneous abortion	http://www.ebi.ac.uk/efo/EFO_1001255	spontaneous abortion	EFO OBO	match	
Unspecified abortion	http://www.ebi.ac.uk/efo/EFO_1001491	Unspecified abortion	Zooma API lookup	match	
Other disorders of amniotic fluid and membranes	http://purl.obolibrary.org/obo/HP_0001560	Other disorders of amniotic fluid and membranes	Zooma API lookup	match	
Abnormal findings on antenatal screening of mother	http://www.orpha.net/ORDO/Orphanet_93604	Antenatal Bartter syndrome	OLS API EFO lookup	fuzzy	check if valid
Antepartum haemorrhage, not elsewhere classified	http://purl.obolibrary.org/obo/HP_0025328	"""Antepartum haemorrhage, not elsewhere classified"""	Zooma API lookup	match	
Infections of breast associated with childbirth	http://www.ebi.ac.uk/efo/EFO_1001397	Piscirickettsiaceae Infections	OLS API EFO lookup	fuzzy	check if valid
Complications of labour and delivery					
Complications predominantly related to the puerperium					
Other abnormal products of conception					
Delivery	http://www.ebi.ac.uk/efo/EFO_0006922	delivery measurement	OLS API EFO lookup	fuzzy	check if valid
Single delivery by caesarean section					
Single delivery by forceps and vacuum extractor	http://purl.obolibrary.org/obo/HP_0011411	Single delivery by forceps and vacuum extractor	Zooma API lookup	match	
Multiple delivery	http://purl.obolibrary.org/obo/HP_0001787	Multiple delivery	Zooma API lookup	match	
Other assisted single delivery	http://purl.obolibrary.org/obo/HP_0001787	Other assisted single delivery	Zooma API lookup	match	
Perineal laceration during delivery	http://www.ebi.ac.uk/efo/EFO_0009816	perineal laceration during delivery	EFO OBO	match	
Single spontaneous delivery	http://www.ebi.ac.uk/efo/EFO_1001255	spontaneous abortion	OLS API EFO lookup	fuzzy	check if valid
Excessive vomiting in pregnancy	http://www.ebi.ac.uk/efo/EFO_1000971	Excessive vomiting in pregnancy	Zooma API lookup	match	
Pre-existing hypertension complicating pregnancy, childbirth and the puerperium	http://www.ebi.ac.uk/efo/EFO_0000537	Pre existing hypertension complicating pregnancy childbirth and the puerperium	Zooma API lookup	match	
Failed induction of labour	http://www.ebi.ac.uk/efo/EFO_0009639	Braxton-Hicks contractions	OLS API EFO lookup	fuzzy	check if valid
False labour	http://www.ebi.ac.uk/efo/EFO_0009639	Braxton-Hicks contractions	EFO OBO	match	
Gestational [pregnancy-induced] hypertension	http://purl.obolibrary.org/obo/MONDO_0024664	hypertension, pregnancy-induced	OLS API EFO lookup	fuzzy	check if valid
Gestational [pregnancy-induced] oedema and proteinuria without hypertension	http://www.ebi.ac.uk/efo/EFO_0000668	preeclampsia	OLS API EFO lookup	fuzzy	check if valid
Haemorrhage in early pregnancy	http://purl.obolibrary.org/obo/MP_0001914	Haemorrhage in early pregnancy	Zooma API lookup	match	
Pregnancy hypertension	http://purl.obolibrary.org/obo/MONDO_0024664	hypertension, pregnancy-induced	OLS API EFO lookup	fuzzy	check if valid
Intrahepatic Cholestasis of Pregnancy (ICP)	http://purl.obolibrary.org/obo/MONDO_0019072	intrahepatic cholestasis	OLS API EFO lookup	fuzzy	check if valid
Abnormalities of forces of labour	http://purl.obolibrary.org/obo/HP_0001787	Abnormalities of forces of labour	Zooma API lookup	match	
Labour and delivery complicated by fetal stress [distress]	http://www.ebi.ac.uk/efo/EFO_1000937	fetal erythroblastosis	OLS API EFO lookup	fuzzy	check if valid
Long labour	http://www.ebi.ac.uk/efo/EFO_0009639	Braxton-Hicks contractions	OLS API EFO lookup	fuzzy	check if valid
Obstructed labour due to malposition and malpresentation of fetus					
Other obstructed labour	http://purl.obolibrary.org/obo/HP_0001787	Other obstructed labour	Zooma API lookup	match	
Other complications of labour and delivery, not elsewhere classified	http://purl.obolibrary.org/obo/HP_0001787	"""Other complications of labour and delivery, not elsewhere classified"""	Zooma API lookup	match	
Obstructed labour due to maternal pelvic abnormality	http://purl.obolibrary.org/obo/HP_0001438	Obstructed labour due to maternal pelvic abnormality	Zooma API lookup	match	
Labour and delivery complicated by umbilical cord complications	http://purl.obolibrary.org/obo/HP_0001787	Labour and delivery complicated by umbilical cord complications	Zooma API lookup	match	
Maternal care related to the fetus and amniotic cavity and possible delivery problems					
Maternal care for known or suspected disproportion					
Maternal care for known or suspected fetal abnormality and damage	http://purl.obolibrary.org/obo/HP_0002352	Leukoencephalopathy	OLS API EFO lookup	fuzzy	check if valid
Maternal care for other known or suspected fetal problems	http://www.ebi.ac.uk/efo/EFO_1000937	fetal erythroblastosis	OLS API EFO lookup	fuzzy	check if valid
Maternal care for known or suspected abnormality of pelvic organs	http://purl.obolibrary.org/obo/HP_0002012	Abnormality of the abdominal organs	OLS API EFO lookup	fuzzy	check if valid
Maternal infectious and parasitic diseases classifiable elsewhere but complicating pregnancy, childbirth and  the puerperium					
Maternal care for known or suspected malpresentation of fetus					
Premature rupture of membranes	http://www.ebi.ac.uk/efo/EFO_0006917	Premature rupture of membranes	Zooma API lookup	match	
Multiple gestation	http://www.ebi.ac.uk/efo/EFO_0009576	multiple gestation	EFO OBO	match	
Other obstetric conditions, not elsewhere classified					
Other obstetric trauma	http://www.ebi.ac.uk/efo/EFO_0009888	trauma complication	OLS API EFO lookup	fuzzy	check if valid
Oedema, proteinuria and hypertensive disorders in pregnancy, childbirth and the puerperium					
Other maternal diseases classifiable elsewhere but complicating pregnancy, childbirth and the puerperium	http://www.ebi.ac.uk/efo/EFO_1001833	Pubic Symphysis Diastasis	OLS API EFO lookup	fuzzy	check if valid
Placenta praevia	http://www.ebi.ac.uk/efo/EFO_0007442	placenta praevia	EFO OBO	match	
Premature separation of placenta [abruptio placentae]	http://www.ebi.ac.uk/efo/EFO_0009077	premature chromatid separation trait	OLS API EFO lookup	fuzzy	check if valid
Polyhydramnios	http://purl.obolibrary.org/obo/HP_0001561	polyhydramnios	Zooma API lookup	match	
Postpartum haemorrhage	http://www.ebi.ac.uk/efo/EFO_0009579	postpartum hemorrhage	EFO OBO	match	
Pre-eclampsia	http://www.ebi.ac.uk/efo/EFO_0000668	preeclampsia	EFO OBO	match	
Pregnancy with abortive outcome	http://www.ebi.ac.uk/efo/EFO_0008462	pregnancy induced alloimmunization	OLS API EFO lookup	fuzzy	check if valid
Pregnancy, childbirth and the puerperium	http://www.ebi.ac.uk/efo/EFO_0003917	premature birth	OLS API EFO lookup	fuzzy	check if valid
Diabetes mellitus in pregnancy	http://www.ebi.ac.uk/efo/EFO_0004593	Diabetes mellitus in pregnancy	Zooma API lookup	match	
Ectopic pregnancy	http://purl.obolibrary.org/obo/HP_0031456	ectopic pregnancy	Zooma API lookup	match	
Infections of genitourinary tract in pregnancy	http://www.ebi.ac.uk/efo/EFO_0003103	Infections of genitourinary tract in pregnancy	Zooma API lookup	match	
Maternal care for other conditions predominantly related to pregnancy	http://www.ebi.ac.uk/efo/EFO_0008462	pregnancy induced alloimmunization	OLS API EFO lookup	fuzzy	check if valid
Other maternal disorders predominantly related to pregnancy	http://www.ebi.ac.uk/efo/EFO_0008462	pregnancy induced alloimmunization	OLS API EFO lookup	fuzzy	check if valid
Prolonged pregnancy	http://www.ebi.ac.uk/efo/EFO_0009681	post term pregnancy	EFO OBO	match	
Venous complications and haemorrhoids in pregnancy					
Preterm labour and delivery					
Pre-eclampsia or eclampsia	http://purl.obolibrary.org/obo/HP_0100601	Eclampsia	OLS API EFO lookup	fuzzy	check if valid
Complications of the puerperium, not elsewhere classified					
Other puerperal infections	http://www.ebi.ac.uk/efo/EFO_1001407	Puerperal Infection	OLS API EFO lookup	fuzzy	check if valid
Puerperal sepsis	http://purl.obolibrary.org/obo/HP_0100806	Sepsis	OLS API EFO lookup	fuzzy	check if valid
Retained placenta and membranes, without haemorrhage	http://www.ebi.ac.uk/efo/EFO_0009578	Retained placenta and membranes without haemorrhage	Zooma API lookup	match	
Alcohol related diseases, tilastokeskus definition	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol dependence	OLS API EFO lookup	fuzzy	check if valid
Alcohol related diseases, tilastokeskus definition, death only	http://www.ebi.ac.uk/efo/EFO_0003829	alcohol dependence	OLS API EFO lookup	fuzzy	check if valid
Colectomy operation					
Total colectomy operation					
Osteoporosis with pathological fracture (FG)	http://www.ebi.ac.uk/efo/EFO_0003882	osteoporosis	OLS API EFO lookup	fuzzy	check if valid
Postmenopausal osteoporosis with pathological fracture	http://www.ebi.ac.uk/efo/EFO_0003854	postmenopausal osteoporosis	OLS API EFO lookup	fuzzy	check if valid
Other ILD-related CVD-co-morbidities					
Other systemic involvement of connective tissue (FG)					
Pain (limb, back, neck, head abdominally)	http://purl.obolibrary.org/obo/HP_0003418	Back pain	OLS API EFO lookup	fuzzy	check if valid
Pain, unspecified	http://www.ebi.ac.uk/efo/EFO_0003843	pain	OLS API EFO lookup	fuzzy	check if valid
Secondary parkinsonism	http://www.ebi.ac.uk/efo/EFO_1001175	Secondary parkinsonism	Zooma API lookup	match	
Secondary parkinsonism (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_1001175	secondary Parkinson disease	OLS API EFO lookup	fuzzy	check if valid
Parkinson's disease, strict definition	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	OLS API EFO lookup	fuzzy	check if valid
Parkinson's disease, strict definition (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	OLS API EFO lookup	fuzzy	check if valid
Dementia due to Parkinsons disease	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	OLS API EFO lookup	fuzzy	check if valid
Dementia due to Parkinsons disease (more controls excluded)	http://www.ebi.ac.uk/efo/EFO_0002508	Parkinson's disease	OLS API EFO lookup	fuzzy	check if valid
Bacterial pneumonia (organism specified)	http://www.ebi.ac.uk/efo/EFO_0003106	pneumonia	OLS API EFO lookup	fuzzy	check if valid
Pneumonias (Asthma/COPD co-morbidities)	http://www.ebi.ac.uk/efo/EFO_0000270	asthma	OLS API EFO lookup	fuzzy	check if valid
Pneumococcal septichemia	http://www.ebi.ac.uk/efo/EFO_0000772	pneumococcal infection	OLS API EFO lookup	fuzzy	check if valid
